-90
-100
-78
-82
-79
-95
-108
-134
-152
-172
-176
-169
-153
-121
-93
-59
-34
-15
-9
-8
-17
-18
-29
-23
-21
1
18
44
68
87
101
113
121
126
128
129
123
118
110
110
110
118
117
122
113
98
78
54
30
18
7
18
30
52
71
80
81
76
60
41
8
-15
-42
-68
-82
-96
-91
-87
-77
-60
-48
-23
-14
-3
-8
-21
-34
-53
-61
-66
-64
-53
-47
-40
-41
-45
-47
-56
-53
-59
-48
-42
-33
-25
-19
-14
-10
-4
-8
-4
-7
-1
-2
-2
-4
-13
-13
-24
-31
-37
-45
-53
-62
-73
-80
-79
-65
-49
-31
-11
3
14
12
13
1
0
-8
-5
-9
-2
1
0
1
5
9
12
12
4
-11
-31
-47
-69
-78
-87
-77
-68
-53
-42
-29
-26
-25
-19
-19
-12
1
8
18
24
28
42
51
58
48
42
40
38
49
62
87
103
132
137
152
144
134
107
70
34
-2
-33
-51
-55
-45
-29
-5
14
30
35
39
36
45
38
37
23
-2
-28
-52
-73
-96
-118
-119
-111
-88
-57
-37
-32
-43
-54
-74
-93
-122
-148
-177
-198
-219
-223
-200
-165
-120
-84
-56
-50
-54
-71
-82
-82
-62
-23
21
59
77
84
77
75
75
73
80
82
93
88
87
88
75
68
57
41
36
19
8
-2
-19
-29
-38
-40
-44
-50
-50
-52
-46
-41
-24
-12
5
0
-11
-28
-62
-80
-101
-102
-97
-77
-61
-39
-29
-24
-25
-37
-50
-77
-101
-126
-141
-142
-130
-104
-66
-25
10
35
54
65
68
78
84
93
98
106
121
127
146
164
169
175
163
139
98
52
14
-19
-42
-61
-78
-79
-92
-94
-106
-113
-129
-147
-157
-173
-182
-187
-188
-186
-173
-157
-131
-105
-81
-65
-65
-78
-96
-104
-108
-92
-77
-41
-14
20
46
66
87
99
116
128
139
145
152
152
159
159
159
160
161
165
190
201
216
229
236
245
242
231
208
181
145
108
69
35
-3
-28
-53
-78
-100
-127
-148
-188
-212
-237
-249
-258
-251
-244
-224
-223
-224
-228
-233
-237
-244
-240
-231
-219
-194
-163
-128
-88
-47
2
43
86
123
151
173
178
185
181
185
186
189
188
184
182
179
178
191
187
196
183
172
144
119
99
89
93
110
132
148
153
143
112
80
41
18
-9
-16
-26
-34
-52
-73
-101
-127
-151
-172
-178
-181
-176
-161
-153
-142
-138
-132
-130
-134
-140
-153
-146
-149
-176
-172
-167
